TITULO,PRECIO,IMAGEN,DESCRIPCION,AREA,HABITACIONES,BANIO,LINK
"Casa en  Cumbayá, Quito",1500 ,https://img.resemmedia.com/eyJidWNrZXQiOiJwcmQtbGlmdWxsY29ubmVjdC1iYWNrZW5kLWIyYi1pbWFnZXMiLCJrZXkiOiJpbmdlc3Rlci8wNDgwZDIxZS04NTI2LTMzYjAtOTFjNi1iMmM1NTJmMjRkYjIvZGZiNmIwNzE5ZmY3MTg2M2I3YzM5YWYxZWNjZmNmZDA4NzI0ODY4OTNjM2RlNTM5M2YwNDVjOGRmYjVkMWMwYi5qcGciLCJicmFuZCI6IlJFU0VNIiwiZWRpdHMiOnsicmVzaXplIjp7IndpZHRoIjozNTQsImhlaWdodCI6MjQwLCJmaXQiOiJjb3ZlciJ9fX0=,HERMOSA CASA DE RENTA SECTOR RESERVORIO AGENTE 0 9 8 6 4 3 7 6---- EXCELENTE ILUMINACIÓN 3 HABITACIONES 1 ESTUDIO AMPLIO ...,180,3,4,https://www.icasas.ec/propiedad/85ac-924c-480d2a4-b2c552f24e38-3436
"Departamento en  Jipijapa, Quito",800 ,https://img.resemmedia.com/eyJidWNrZXQiOiJwcmQtbGlmdWxsY29ubmVjdC1iYWNrZW5kLWIyYi1pbWFnZXMiLCJrZXkiOiJpbmdlc3Rlci9lOThhMzdlMi1iY2EzLTNmNTktODYyMy00MTIwZTdjZWI0NmUvYWZjY2E0Mzk0YzNiMWRjOWVmMWI5NWJlNDZhM2MxZmVmZGM5MTFmYTAwN2M2OTBkNzhhNzA0ZTk4ZWFhMmZiYy5qcGciLCJicmFuZCI6IlJFU0VNIiwiZWRpdHMiOnsicmVzaXplIjp7IndpZHRoIjozNTQsImhlaWdodCI6MjQwLCJmaXQiOiJjb3ZlciJ9fX0=,5652aa-departamento en terrazas del moral con una increíble vista y todas las comodidades necesarias para vivir 3 dormitorios...,188,3,2,https://www.icasas.ec/propiedad/bd29-86a9-e98a3868-4120e7ceb4f4-3fdf
"Casa en  Tumbaco, Quito",5000 ,https://img.resemmedia.com/eyJidWNrZXQiOiJwcmQtbGlmdWxsY29ubmVjdC1iYWNrZW5kLWIyYi1pbWFnZXMiLCJrZXkiOiJpbmdlc3Rlci9jZDI0MzA5Zi1iODdlLTM0OTktYTBiMy1iZTk1OTk2YzZmMTEvMzc4ZjZlZjc4NzZjYTBlNmM1MzAyN2Q5N2FmNTQ4NWQ4ODJmZTYxMjdiMzM3MWNmMThiMTIyNmEzZmYzZjNlZC5qcGciLCJicmFuZCI6IlJFU0VNIiwiZWRpdHMiOnsicmVzaXplIjp7IndpZHRoIjozNTQsImhlaWdodCI6MjQwLCJmaXQiOiJjb3ZlciJ9fX0=,"CASA DE LUJO MODERNA EN RENTA 
UBICADA EN TUMBACO INTERVALLES-RUTA VIVA
A G E N T E 0 9 9  6 0 8 9 4----
Características 
...",600,6,8,https://www.icasas.ec/propiedad/b904-a139-cd243125-be95996c6f97-351f
"Casa en  La Mariscal, Diego De Almagro, Quito, Ecuador",2500 ,https://img.resemmedia.com/eyJidWNrZXQiOiJwcmQtbGlmdWxsY29ubmVjdC1iYWNrZW5kLWIyYi1pbWFnZXMiLCJrZXkiOiJpbmdlc3Rlci9jYjBhYjU2ZS05Y2I0LTNiODQtODBiNC1lYmRhNTE2YTI3YzYvYmE3NTdmNDEzZWQzNThkNDFlNWJlZmFjNmNhOGFjZTYyOGNjNTIxY2Y3YjUyNDEyOWI4YzllYjQwNjRmOGNhZS5qcGVnIiwiYnJhbmQiOiJSRVNFTSIsImVkaXRzIjp7InJlc2l6ZSI6eyJ3aWR0aCI6MzU0LCJoZWlnaHQiOjI0MCwiZml0IjoiY292ZXIifX19,"En Arriendo ofrecemos casa Remodelada en el Sector de la Mariscal, considerado Sector Turístico, Residencial y Comercial ...",350,4,5,https://www.icasas.ec/propiedad/265890
Suite en  Iñaquito,420 ,https://img.resemmedia.com/eyJidWNrZXQiOiJwcmQtbGlmdWxsY29ubmVjdC1iYWNrZW5kLWIyYi1pbWFnZXMiLCJrZXkiOiJpbmdlc3Rlci9jMTQ4NTllMC1jOWU2LTMwN2QtYmRhMy1lYzQ0NWJkOGY2ZjUvNTVhY2MzOTk4OTk5MGY5NjNjOTZiMTNjM2RiNTM0NjA0ZmQ2ZmVmYjNmYTliYzEyNDUyYWI5YjAxZDRmOTBkNS5qcGciLCJicmFuZCI6IlJFU0VNIiwiZWRpdHMiOnsicmVzaXplIjp7IndpZHRoIjozNTQsImhlaWdodCI6MjQwLCJmaXQiOiJjb3ZlciJ9fX0=,"Linda suitte de 68 metros cuadrados con vista privilegiada al parque metropolitano, en exclusiva urbanización.
Un dormitorio...",68,1,1,https://www.icasas.ec/propiedad/ca6c-be29-c1485a66-ec445bd8f77b-3103
"Casa en  Av. Simón Bolívar, Quito, Pichincha 170146, Ecuador",200 ,https://img.resemmedia.com/eyJidWNrZXQiOiJwcmQtbGlmdWxsY29ubmVjdC1iYWNrZW5kLWIyYi1pbWFnZXMiLCJrZXkiOiJwcm9wZXJ0aWVzL2JhMTgwYjAzLWY2ZDctNGRhNi04NzE3LWUzMTkyMTc1OWU1My85NjJmNjgyZS1iZDBiLTRhNzQtOTZlMy00NTM3ODY5ZWU1NDEuanBnIiwiYnJhbmQiOiJSRVNFTSIsImVkaXRzIjp7InJlc2l6ZSI6eyJ3aWR0aCI6MzU0LCJoZWlnaHQiOjI0MCwiZml0IjoiY292ZXIifX19,"LUIS FERNANDO BELTRAN  

SE ARRIENDA CASA EN CONJUNTO RESIDENCIAL ALTOS DE LA COLINA, ORQUIDEAS DEL SUR

LA CASA CONSTA:
...",97,2,2,https://www.icasas.ec/propiedad/f75d-879d-ba180b89-e31921759ed9-4e2c
Departamento en  Iñaquito,600 ,https://img.resemmedia.com/eyJidWNrZXQiOiJwcmQtbGlmdWxsY29ubmVjdC1iYWNrZW5kLWIyYi1pbWFnZXMiLCJrZXkiOiJpbmdlc3Rlci9iOGQyM2M0Yi0xNTY3LTMyYmQtOWEwZS01MjYxNDRjOTBlN2IvNmE2MWRkMzYwMGYzMTBlOWFjZDA3YmVlZTA0OTk1NmFhOGJkZWQ2ZTNhYjg3YTYzOTdkOGVkYzY5MTllYzNkMS5qcGVnIiwiYnJhbmQiOiJSRVNFTSIsImVkaXRzIjp7InJlc2l6ZSI6eyJ3aWR0aCI6MzU0LCJoZWlnaHQiOjI0MCwiZml0IjoiY292ZXIifX19,"ARRIENDO MODERNO DEPARTAMENTO SECTOR QUITEÑO LIBRE, BELLAVISTA,  NORTE DE QUITO

AGENTE: LEONARDO 099608----

Ubicado en ...",90,2,3,https://www.icasas.ec/propiedad/15ed-9a94-b8d23cd1-526144c90f01-3343
"Casa en  De Los Huiragchuros 8, Quito, Pichincha 170207, Ecuador",290 ,https://img.resemmedia.com/eyJidWNrZXQiOiJwcmQtbGlmdWxsY29ubmVjdC1iYWNrZW5kLWIyYi1pbWFnZXMiLCJrZXkiOiJwcm9wZXJ0aWVzL2FjYjUxZjQ4LTUwOWYtNGQzNC1iM2I5LTlhZWIyODQ3NmUzNi9hMDk4YWE3MS01YjEzLTQxMDctYTljOS0xNTVjMDQ2YWZlOWIuanBnIiwiYnJhbmQiOiJSRVNFTSIsImVkaXRzIjp7InJlc2l6ZSI6eyJ3aWR0aCI6MzU0LCJoZWlnaHQiOjI0MCwiZml0IjoiY292ZXIifX19,"ELSA MORENO  

Descripción de Arriendo de Casa en Marianitas de Calderón

Planta baja

Ingreso 2 parqueaderos

sala , comedor...",77,2,2,https://www.icasas.ec/propiedad/5125-b43f-acb51fce-9aeb28476ebc-4dba
"Departamento en  San Isidro Del Inca, Quito, Ecuador",510 ,https://img.resemmedia.com/eyJidWNrZXQiOiJwcmQtbGlmdWxsY29ubmVjdC1iYWNrZW5kLWIyYi1pbWFnZXMiLCJrZXkiOiJwcm9wZXJ0aWVzL2E2NmNkNWI3LWFjZjktNDczNS1hMmU5LWVkOGFhMGMzY2JjMS9kNWJiYThlZS03NGNhLTRkNTgtYWU3Yi1mNjA4NzU3Y2M0NWIuanBnIiwiYnJhbmQiOiJSRVNFTSIsImVkaXRzIjp7InJlc2l6ZSI6eyJ3aWR0aCI6MzU0LCJoZWlnaHQiOjI0MCwiZml0IjoiY292ZXIifX19,"ANKHA REAL ESTATE
Asesor Comercial: Jhon Menendez 
Código Ankha Real Estate: R02118

Características del inmueble:
Edificio...",100,3,2,https://www.icasas.ec/propiedad/ad7f-a36f-a66cd63d-ed8aa0c3cc47-47bb
"Departamento en  Cumbayá, Quito",1800 ,https://img.resemmedia.com/eyJidWNrZXQiOiJwcmQtbGlmdWxsY29ubmVjdC1iYWNrZW5kLWIyYi1pbWFnZXMiLCJrZXkiOiJpbmdlc3Rlci85NjYzOGQzMS1lNDI4LTNmMGUtODIyNC02MDI0ODZlZGRlYTIvNzk5ODVkNTNkMDllOTYyNGYyYjVmOWI2ZDQ3NGZhY2ZhYzkyYTIzODJiMDdhOTFiNjMwOTllNjk3MmYzMzIxZC5qcGciLCJicmFuZCI6IlJFU0VNIiwiZWRpdHMiOnsicmVzaXplIjp7IndpZHRoIjozNTQsImhlaWdodCI6MjQwLCJmaXQiOiJjb3ZlciJ9fX0=,"DEPARTAMENTO EN RENTA CUMBAY
AGENTE 099 608 9---- - 098 643 ---- 
3 dormitorios
Walk-in closet
3 baños completos
1 baño social...",220,3,4,https://www.icasas.ec/propiedad/e4ae-82aa-96638db7-602486eddf28-3f94
Departamento en  Iñaquito,950 ,https://img.resemmedia.com/eyJidWNrZXQiOiJwcmQtbGlmdWxsY29ubmVjdC1iYWNrZW5kLWIyYi1pbWFnZXMiLCJrZXkiOiJpbmdlc3Rlci84ZTVmZDUzNS1kYzRhLTNiNmMtOTVjMS1iNDUwMmNmYTlhZGEvMzdmODJkMzBmNjJhZmZhYjFlMTBkZDI1MjAyZjY1YTY2NDQ3ZTNmMjEwMGM2YTAzNDAwNjZiZTgxYjQyM2I3ZS5qcGciLCJicmFuZCI6IlJFU0VNIiwiZWRpdHMiOnsicmVzaXplIjp7IndpZHRoIjozNTQsImhlaWdodCI6MjQwLCJmaXQiOiJjb3ZlciJ9fX0=,"RENTA DEPARTAMENTO EXCELENTE UBICACIÓN, PISO 7
INNOVA REAL STATE 099608----

1 HABITACIÓN MSTER CON BAÑO COMPLETO
2 HABITACIONES...",140,3,2,https://www.icasas.ec/propiedad/dcd0-9647-8e5fd5bb-b4502cfa9b60-3bf2
"Departamento en  Jipijapa, Quito",731 ,https://img.resemmedia.com/eyJidWNrZXQiOiJwcmQtbGlmdWxsY29ubmVjdC1iYWNrZW5kLWIyYi1pbWFnZXMiLCJrZXkiOiJpbmdlc3Rlci84ZTVhMDE0Yy00YThmLTM3MGItYTcxOS0wYjFmZWZhOThhNGUvNjc3MDJjYmFlOTZmZTM1NzM2NTA2OGZiNWNlZTQyM2Q5YjlkNjA1NjU4YjkxOTIxNjYxNjZjNmY1NWFjMWQ5NC5qcGciLCJicmFuZCI6IlJFU0VNIiwiZWRpdHMiOnsicmVzaXplIjp7IndpZHRoIjozNTQsImhlaWdodCI6MjQwLCJmaXQiOiJjb3ZlciJ9fX0=,"8431 Precio de renta $731
Area 122m2
2 Dormitorios
1 Bodega
2 Parqueaderos

Vista panorámica
Sala comunal
Áreas verdes comunales...",122,2,2,https://www.icasas.ec/propiedad/4b15-a79f-8e5a01d2-b1fefa98ad4-3791
"Departamento en  Jipijapa, Quito",580 ,https://img.resemmedia.com/eyJidWNrZXQiOiJwcmQtbGlmdWxsY29ubmVjdC1iYWNrZW5kLWIyYi1pbWFnZXMiLCJrZXkiOiJpbmdlc3Rlci84NDVhNjFlMC02MjhiLTNhMGEtYTQ5ZC1hODI2YjA5MWY3ZjUvNTIyMTdhMWE2MWY2MDU2YzkyNmYwNGI5NjI2YzQ5NDgzNWQwMzI1ZWIwYzUxMzg0MWM2NTkwZDA2MTg5OGYwZi5qcGciLCJicmFuZCI6IlJFU0VNIiwiZWRpdHMiOnsicmVzaXplIjp7IndpZHRoIjozNTQsImhlaWdodCI6MjQwLCJmaXQiOiJjb3ZlciJ9fX0=,"SE RENTA HERMOSO DEPARTAMENTO SECTOR GRANADOS 
AGENTE: ALEXANDRA VEINTIMILLA 099608----

EDIFICIO DE 5 PISOS 
UBICADO EN ...",220,2,3,https://www.icasas.ec/propiedad/6311-a523-845a6266-a826b091f87b-3a90
"Casa en  Palmales 04-25, Quito 170131, Ecuador",1100 ,https://img.resemmedia.com/eyJidWNrZXQiOiJwcmQtbGlmdWxsY29ubmVjdC1iYWNrZW5kLWIyYi1pbWFnZXMiLCJrZXkiOiJpbmdlc3Rlci83ZDNmZmM5ZC0yOGQwLTNiYjEtYTMzOS01ZjRiOWMzZmVjODEvYzZlODZhMjU1ZGE5MjYxYWJiNDVkMTAxM2FhYzkwOTkxODhjNTEyMDVjZDhjZTViN2M5YzA1OWYxMWE5NDk4ZC5qcGVnIiwiYnJhbmQiOiJSRVNFTSIsImVkaXRzIjp7InJlc2l6ZSI6eyJ3aWR0aCI6MzU0LCJoZWlnaHQiOjI0MCwiZml0IjoiY292ZXIifX19,"ANKHA REAL ESTATE

Supervisor Comercial: Jhon Menéndez
Código Ankha Real Estate: R01794

Características del inmueble: 
Casa...",80,2,2,https://www.icasas.ec/propiedad/278048
"Departamento en  Jipijapa, Quito",746 ,https://img.resemmedia.com/eyJidWNrZXQiOiJwcmQtbGlmdWxsY29ubmVjdC1iYWNrZW5kLWIyYi1pbWFnZXMiLCJrZXkiOiJpbmdlc3Rlci81MGQxMzgxZi1iOGE4LTMyNDAtYjI4ZC00OWVhYmQ2OTMxYzMvMzA5MTJjYWFiOTExYjFhMTVkM2RmOGZiOGZmYjlhNDJiYjI5MWM2Y2IxZDY1Mzg5MTBmNDc1OWUxNzBkMTc0YS5qcGciLCJicmFuZCI6IlJFU0VNIiwiZWRpdHMiOnsicmVzaXplIjp7IndpZHRoIjozNTQsImhlaWdodCI6MjQwLCJmaXQiOiJjb3ZlciJ9fX0=,"8440 Precio de renta $746
Area de construcción  131 m2
2 Dormitorios
2 baños completos
1 baño social
Alacena
Area de máquinas...",131,2,2,https://www.icasas.ec/propiedad/b92e-b313-50d138a5-49eabd693249-32c6
"Departamento en  Jipijapa, Quito",942 ,https://img.resemmedia.com/eyJidWNrZXQiOiJwcmQtbGlmdWxsY29ubmVjdC1iYWNrZW5kLWIyYi1pbWFnZXMiLCJrZXkiOiJpbmdlc3Rlci8xY2UwZjE4OS1jOGJjLTNkY2UtODZhMS1hYzI0M2EzZWUxMDgvMTU0MzRmYjZkZDg3NTY3ZWVlYWQzMzdiYjQwNTA3ODAwOTJiNWE1NzIxOWFkNzk0MmY2YmZjZDNhZDA4MGYzMS5qcGciLCJicmFuZCI6IlJFU0VNIiwiZWRpdHMiOnsicmVzaXplIjp7IndpZHRoIjozNTQsImhlaWdodCI6MjQwLCJmaXQiOiJjb3ZlciJ9fX0=,"8427 renta 
$942
Area 131 m2
3 Dormitorios
1 Bodega
2 Parqueaderos

Vista panorámica
Sala comunal
Áreas verdes comunales
...",131,3,3,https://www.icasas.ec/propiedad/c942-8727-1ce0f20f-ac243a3ee18e-3e54
"Casa en  Tumbaco, Quito",2500 ,https://img.resemmedia.com/eyJidWNrZXQiOiJwcmQtbGlmdWxsY29ubmVjdC1iYWNrZW5kLWIyYi1pbWFnZXMiLCJrZXkiOiJpbmdlc3Rlci8wNTZlNmJlMC1mM2YyLTNmNjItODQwNy02YmIxYTE1M2M3OTMvNWE5YTA1MTU0MWVkMGUwYTkwZDc5NDYzMWM2ZWRiYzQ0Y2I2NzYxZDQ5NGFmMjlmZTg3YTI3MDI3MjZlNjk5MS5qcGciLCJicmFuZCI6IlJFU0VNIiwiZWRpdHMiOnsicmVzaXplIjp7IndpZHRoIjozNTQsImhlaWdodCI6MjQwLCJmaXQiOiJjb3ZlciJ9fX0=,"Hermosa casa estilo rustico con amplios jardines, se encuentra a pocos minutos del Centro de Tumbaco con conexión directa...",290,4,5,https://www.icasas.ec/propiedad/f478-848d-56e6c66-6bb1a153c819-3fe8
"Casa en  Cumbayá, Quito, Ecuador",2300 ,https://img.resemmedia.com/eyJidWNrZXQiOiJwcmQtbGlmdWxsY29ubmVjdC1iYWNrZW5kLWIyYi1pbWFnZXMiLCJrZXkiOiJwcm9wZXJ0aWVzLzQzZWYyMmI3LWYzMjYtNDliMC1iZGQwLTlkNmZhYjgyMGM4ZS80YzgxNGM2MS05Y2E0LTQxY2MtYWE2Yi1kZjMyZWNmNjVkNmYuanBnIiwiYnJhbmQiOiJSRVNFTSIsImVkaXRzIjp7InJlc2l6ZSI6eyJ3aWR0aCI6MzU0LCJoZWlnaHQiOjI0MCwiZml0IjoiY292ZXIifX19,"Casa 280mts
Terreno 600mts
Sala 
Comedor
Cocina 
Estudio
Baño visita
Lavandería 
Sala TV
Máster con balcon y baño
Dos dormitorios...",280,3,2,https://www.icasas.ec/propiedad/f3ac-be56-43ef233d-9d6fab820d14-4a36
"Casa en  Yaruquí, Quito",1500 ,https://img.resemmedia.com/eyJidWNrZXQiOiJwcmQtbGlmdWxsY29ubmVjdC1iYWNrZW5kLWIyYi1pbWFnZXMiLCJrZXkiOiJpbmdlc3Rlci9lMzhhNWNlNy04ZDYyLTMyYjItYWUxYy1jMDZmMzFmZjJhZWIvZGY0OTJjOTZlZWVlY2VmN2IwY2ZmZTM1ZDg5MjYxNDI5MmM0ZTU5MzBmNWJjMmYxMWI1ZWY5MWZmNjFjYzNkOC5qcGciLCJicmFuZCI6IlJFU0VNIiwiZWRpdHMiOnsicmVzaXplIjp7IndpZHRoIjozNTQsImhlaWdodCI6MjQwLCJmaXQiOiJjb3ZlciJ9fX0=,"HERMOSA QUINTA DE RENTA ALTO STANDING, YARUQUI, TAMBILLO, AEREOPUERTO DE TABABELA ECUADOR

AGENTE: 0 9 8 3 2 7 4 6----

En...",2.000,6,5,https://www.icasas.ec/propiedad/8de8-aea2-e38a5d6d-c06f31ff2b71-3338
Departamento en  Iñaquito,420 ,https://img.resemmedia.com/eyJidWNrZXQiOiJwcmQtbGlmdWxsY29ubmVjdC1iYWNrZW5kLWIyYi1pbWFnZXMiLCJrZXkiOiJpbmdlc3Rlci9kMTU4NzZkNC1mNmEwLTM5ZTgtYjU4NC0yNTg1ZDZmZjFkZjgvOWU2YjUyNDc1NWMzZmNmYmI0NGJmODgzNTk5MjFhMzljMzBjZjIwZmMyZDk3NGE2N2NhMzViZjg2ZTcwMDk4YS5qcGciLCJicmFuZCI6IlJFU0VNIiwiZWRpdHMiOnsicmVzaXplIjp7IndpZHRoIjozNTQsImhlaWdodCI6MjQwLCJmaXQiOiJjb3ZlciJ9fX0=,"Arriendo hermoso departamento con línea blanca, ubicación privilagiada, muy cerca del Quicentro, Parque La Carolina, Plataforma...",80,2,1,https://www.icasas.ec/propiedad/f726-b60a-d158775a-2585d6ff1e7e-3a6e
"Casa en  Cumbayá, Quito",4000 ,https://img.resemmedia.com/eyJidWNrZXQiOiJwcmQtbGlmdWxsY29ubmVjdC1iYWNrZW5kLWIyYi1pbWFnZXMiLCJrZXkiOiJpbmdlc3Rlci9hZDRiNDRiNC04MDNlLTNkYTctYjI3My1iYzkwOWM3ZTcxMWQvOTE2Y2E5OGI1OTU3YjQxMDU1ZGE0MDdmNmE0ZTcwOTczM2VkYjhmY2NmOTFkNmNiYzg5M2RjMzA1MGViNmRiMC5qcGciLCJicmFuZCI6IlJFU0VNIiwiZWRpdHMiOnsicmVzaXplIjp7IndpZHRoIjozNTQsImhlaWdodCI6MjQwLCJmaXQiOiJjb3ZlciJ9fX0=,"EN RENTA CASA MODERNA DENTRO DE URBANIZACIÓN EN CUMBAY SECTOR EXCLUSIVO FRENTE AL RESERVORIO 
A G EN T E 0 9 8 6 4 3 7 6-...",550,4,5,https://www.icasas.ec/propiedad/80c4-b2f9-ad4b453a-bc909c7e71a3-3e2d
"Departamento en  Av. Brasil & Bouguer, Quito, Ecuador",1000 ,https://img.resemmedia.com/eyJidWNrZXQiOiJwcmQtbGlmdWxsY29ubmVjdC1iYWNrZW5kLWIyYi1pbWFnZXMiLCJrZXkiOiJwcm9wZXJ0aWVzL2FkMDJkMGU5LTY0YTItNDYwNi1hZWVlLTNlMDNhNWNkZjY2OC82ZDdmMjcyYy1hZDgwLTRkZmYtYmE2Ny01NzU0ZGU0ODQ0M2QuanBnIiwiYnJhbmQiOiJSRVNFTSIsImVkaXRzIjp7InJlc2l6ZSI6eyJ3aWR0aCI6MzU0LCJoZWlnaHQiOjI0MCwiZml0IjoiY292ZXIifX19,"ANKHA REAL ESTATE
Asesor: Jorge Sotelo
Código de publicación: R02073

Características del inmueble: 
- Edificio de 7 pisos...",308,3,4,https://www.icasas.ec/propiedad/6528-af74-ad02d16f-3e03a5cdf6ee-468c
"Casa en  Cumbayá, Quito",750 ,https://img.resemmedia.com/eyJidWNrZXQiOiJwcmQtbGlmdWxsY29ubmVjdC1iYWNrZW5kLWIyYi1pbWFnZXMiLCJrZXkiOiJpbmdlc3Rlci85YTQ4OTRlMy1iOTBhLTMyZDctODc4Yy1jYWYzNWRmMGZjMTgvZTA2MmEzZTlkYjdhZmQ3ZWY2NzcwYmEwMzU5ZDU3NGZhNDhjZmJmZTBjNjI1OTg5ZGQxNDA3NDMwNzQ5MjA0ZC5qcGciLCJicmFuZCI6IlJFU0VNIiwiZWRpdHMiOnsicmVzaXplIjp7IndpZHRoIjozNTQsImhlaWdodCI6MjQwLCJmaXQiOiJjb3ZlciJ9fX0=,"CASA DENTRO DE CONJUNTO SEMI-AMOBLADA EN CUMBAYÁ

A G E N T E 0 9 8 6 4 3 7 6---- 

Casa de 2 pisos

 Casa en conjunto de...",120,3,4,https://www.icasas.ec/propiedad/b990-8812-9a489569-caf35df0fc9e-335d
"Casa en  Cumbayá, Quito",1260 ,https://img.resemmedia.com/eyJidWNrZXQiOiJwcmQtbGlmdWxsY29ubmVjdC1iYWNrZW5kLWIyYi1pbWFnZXMiLCJrZXkiOiJpbmdlc3Rlci82YmU1NWU3MC0yNTExLTNkMjMtYmU4NC1iNTI3MmM2ZGY2ZTgvNTVmOTY4NDNlYzlhYTg0OWM2NDE1NmQ3OWJjN2E1YjE2OGEwY2I3ZmVmZjE2NDg2OWMxZDZkMzA2YjI3OGE5Mi5qcGciLCJicmFuZCI6IlJFU0VNIiwiZWRpdHMiOnsicmVzaXplIjp7IndpZHRoIjozNTQsImhlaWdodCI6MjQwLCJmaXQiOiJjb3ZlciJ9fX0=,"CASA DE RENTA EN CUMBAYA- YANAZARAPATA
A G E N T E 0 9 96 0 8 9 4----
216m2 cubiertos
Excelente ubicacion , a pocos minutos...",216,3,4,https://www.icasas.ec/propiedad/2597-bf0a-6be55ef6-b5272c6df76e-3da9
"Casa en  Sur De Quito, Quito",1500 ,https://img.resemmedia.com/eyJidWNrZXQiOiJwcmQtbGlmdWxsY29ubmVjdC1iYWNrZW5kLWIyYi1pbWFnZXMiLCJrZXkiOiJpbmdlc3Rlci81ODJjZWExYy00MzQ0LTNjZjYtOTgzYS0zNTQ3MWU5ZmFmMDgvZjkxNGM1MzBkNWUyOGZlZWFiNGIwMDQ2OTBiYWQzNzM5ZWY3YmRjODcyYjc1NTE0Mjc0MWU3MGFiMzEyODAwNS5qcGciLCJicmFuZCI6IlJFU0VNIiwiZWRpdHMiOnsicmVzaXplIjp7IndpZHRoIjozNTQsImhlaWdodCI6MjQwLCJmaXQiOiJjb3ZlciJ9fX0=,"HERMOSA QUINTA DE RENTA ALTO STANDING, YARUQUI, TAMBILLO, AEREOPUERTO DE TABABELA ECUADOR

AGENTE: 0 9 8 3 2 7 4 6----

En...",2.000,6,5,https://www.icasas.ec/propiedad/43ca-98c0-582ceaa2-35471e9faf8e-3d7c
"Departamento en  El Bosque, Quito, Ecuador",550 ,https://img.resemmedia.com/eyJidWNrZXQiOiJwcmQtbGlmdWxsY29ubmVjdC1iYWNrZW5kLWIyYi1pbWFnZXMiLCJrZXkiOiJwcm9wZXJ0aWVzLzQ0OWY3M2EwLWY1ODktNDMxNS05ZWY0LTk5MTMwYmY0YWFmNS9jMzliNGFkMC1mNjZlLTQ5MDktOGVhZC1iNzBmZmY5ZTljYzkuanBnIiwiYnJhbmQiOiJSRVNFTSIsImVkaXRzIjp7InJlc2l6ZSI6eyJ3aWR0aCI6MzU0LCJoZWlnaHQiOjI0MCwiZml0IjoiY292ZXIifX19,"ANKHA REAL ESTATE
Asesor: Margarita Basantes
Código Ankha Real Estate: R02149

Características del inmueble: 
Casa  de 4 ...",140,3,4,https://www.icasas.ec/propiedad/f60f-9f7a-449f7426-99130bf4ab7b-439b
"Casa en  Conocoto, Quito",750 ,https://img.resemmedia.com/eyJidWNrZXQiOiJwcmQtbGlmdWxsY29ubmVjdC1iYWNrZW5kLWIyYi1pbWFnZXMiLCJrZXkiOiJwcm9wZXJ0aWVzLzdjYjAxNWMyLWY4ZGQtNDdkMy05NDA3LWJhM2YxYzRlOTIzZC9kMTBlOTFiMy03ZGJkLTRhOWYtYWM2MS1iZWNiYTEzZGZiODMuanBnIiwiYnJhbmQiOiJSRVNFTSIsImVkaXRzIjp7InJlc2l6ZSI6eyJ3aWR0aCI6MzU0LCJoZWlnaHQiOjI0MCwiZml0IjoiY292ZXIifX19,"HERMOSA CASA EN RENTA.
UBICADA EN LA ARMENIA 1

La propiedad cuenta con:

-220m2 de terreno/182m2 de Construcción.
-Acabados...",220,3,3,https://www.icasas.ec/propiedad/f963-948d-7cb01648-ba3f1c4e92c3-4859
"Departamento en  Rg9j+pv Quito, Ecuador",950 ,https://img.resemmedia.com/eyJidWNrZXQiOiJwcmQtbGlmdWxsY29ubmVjdC1iYWNrZW5kLWIyYi1pbWFnZXMiLCJrZXkiOiJpbmdlc3Rlci9mNzQyY2U1NC03YzJhLTMwMjMtYjYyMy1jNDlmY2JkNTkxMTIvZTc5NTQyMzIwY2E0NWQ5ZmY4M2UxODJhYWJiY2IxOTZmMWUxZDhlYzIyNTIxODVlNjM4MTU2N2Y4NTU4YzBhNS5qcGciLCJicmFuZCI6IlJFU0VNIiwiZWRpdHMiOnsicmVzaXplIjp7IndpZHRoIjozNTQsImhlaWdodCI6MjQwLCJmaXQiOiJjb3ZlciJ9fX0=,"El departamento ideal para ti y tú  familia en Colinas Del Pichincha.

•	RENTA  $950.00   INCLUIDO CONDOMINIOS Urb. $70,00...",150,3,2,https://www.icasas.ec/propiedad/241322
"Departamento en  Rg9j+pv Quito, Ecuador",950 ,https://img.resemmedia.com/eyJidWNrZXQiOiJwcmQtbGlmdWxsY29ubmVjdC1iYWNrZW5kLWIyYi1pbWFnZXMiLCJrZXkiOiJpbmdlc3Rlci9mNWQ1ODA3YS05Mjc3LTMyNWYtOTFhZi01OGM3N2U2NGUyMmEvZjZlZWRlOTU3NGE2ZWFhYmMyN2ZhZmJmMmE3OWRjZWQxNmNmYTE3MjczNThlNGZkMzZkMTNjY2MwYTRmYTYyNi5qcGciLCJicmFuZCI6IlJFU0VNIiwiZWRpdHMiOnsicmVzaXplIjp7IndpZHRoIjozNTQsImhlaWdodCI6MjQwLCJmaXQiOiJjb3ZlciJ9fX0=,"En el valor incluidos los condominios 
                                       
                           ANTIGÜEDAD    7...",150,3,3,https://www.icasas.ec/propiedad/241321
